a_count	a_term	ab_count	ab_pmid_intersection	ab_pred_score	ab_pvalue	ab_sort_ratio	b_count	b_term	total_count
31287	attention deficit hyperactivity disorder	90	[16125144, 11483144, 12165576, 9585654, 10103335, 10585981, 23139911, 10802980, 12921475, 16371674]	1.6709068269090859	1.9819601053150545e-217	0.4411764705882353	204	adderall	36618932
