a_count	a_term	ab_count	ab_pmid_intersection	ab_pred_score	ab_pvalue	ab_sort_ratio	ac_count	ac_pmid_intersection	ac_pred_score	ac_pvalue	ac_sort_ratio	b_count	b_term	bc_count	bc_pmid_intersection	bc_pred_score	bc_pvalue	bc_sort_ratio	c_count	c_term	total_count
657735	diabetes	1239	[32442528, 19996060, 23863861, 18281716, 16772744, 23128859, 17187246, 21398272, 23775317, 25768209, 17570531, 23250998, 17509946, 32860699, 17272484, 22089377, 23372169, 15780102, 24915260, 19275551, 20861806, 32965502, 22461416, 20061432, 27330188, 16454693, 20174617, 28249577, 26002927, 19788429, 16183428, 28827404, 30959217, 23099484, 31362743, 20600030, 28634198, 21849270, 19526626, 27166128, 33340043, 21630126, 26406278, 15579520, 20388526, 25655159, 29329975, 25907315, 24762119, 33023989, 38236317, 38230848, 38224025, 38221512, 38216768, 38215989, 38213094, 38212760, 38202186, 38198291, 38198206, 38172833, 38170522, 38163582, 38153731, 38148130, 38147817, 38130038, 38128859, 38128583, 38117497, 38115080, 38103865, 38101766, 38100751, 38096233, 38089629, 38072855, 38064217, 38061767, 38061410, 38053226, 38048487, 38048128, 38047924, 38037426, 38036054, 38032635, 38030457, 38029045, 38022830, 37997724, 37993343, 37990793, 37968327, 37968264, 37955206, 37952176, 37945939, 37936422]	1.1333855601976108	3.2062694345652414e-297	0.0620834794808839	51	[10929917, 18268071, 16103768, 9875571, 22089377, 17284576, 15614705, 22984529, 28691103, 24152769, 19186350, 27484005, 18543521, 31304808, 22848696, 15918333, 12960836, 18983478, 21692942, 20587850, 26945366, 26251665, 25197324, 22013040, 23409405, 25886928, 30167339, 28293638, 11590504, 22994793, 22678819, 18816208, 11485138, 28061820, 19776532, 24683016, 25394059, 17763601, 29752857, 19007042, 28623554, 23187939, 32920318, 30720846, 18034560, 33382732, 33328394, 37477514, 34474003, 32556207, 36800379]	0.07640193995246708	0.1052065771669572	0.021591871295512276	19957	AHR	27	[22089377, 21483703, 20009765, 26028156, 19385733, 22303447, 23272094, 24384425, 25886928, 24695108, 19745752, 26405676, 24975175, 25361850, 27986077, 28061820, 30928945, 25574960, 29927961, 29091279, 32665961, 30700732, 33995787, 38070936, 36685372, 36147157, 38105175]	0.11821942699972927	1.9844767609335485e-26	0.01143099068585944	2362	stavudine	36691282
