a_count	a_term	ab_count	ab_pmid_intersection	ab_pred_score	ab_pvalue	ab_sort_ratio	ac_count	ac_pmid_intersection	ac_pred_score	ac_pvalue	ac_sort_ratio	b_count	b_term	bc_count	bc_pmid_intersection	bc_pred_score	bc_pvalue	bc_sort_ratio	c_count	c_term	total_count
166601	Alzheimer's	790	[10368299, 16275899, 1303164, 12162759, 11848688, 19652386, 8363355, 9302273, 10346939, 11101357, 8792327, 25226236, 16731619, 23419831, 11436125, 23184188, 24291393, 17850125, 17212694, 30599179, 18473814, 24893223, 7489367, 20361801, 18206267, 24236981, 22768972, 10526094, 10464010, 25931333, 18274286, 31293414, 29056913, 22032870, 14622273, 10190327, 19548291, 10208549, 11708910, 11920920, 7636741, 27040140, 17194517, 28000737, 9357518, 31353640, 24988985, 30622011, 9536100, 26107513, 38231711, 38202655, 38158335, 38156418, 38151826, 38149720, 38142494, 38139772, 38067599, 38047370, 38004276, 38003588, 37990185, 37957423, 37948312, 37937360, 37913584, 37909464, 37902389, 37884182, 37852388, 37839515, 37836131, 37827412, 37806747, 37797174, 37786521, 37765003, 37723904, 37718357, 37701628, 37695993, 37693735, 37654616, 37642974, 37636505, 37629144, 37615114, 37595752, 37579937, 37567058, 37561893, 37549853, 37483326, 37458518, 37452077, 37445877, 37437376, 37432096, 37406982]	2.0	0.0	0.2646566164154104	4	[21731462, 1494302, 26165232, 22647259]	0.0277044536020766	0.2185568210846622	0.0076045627376425	2985	BCHE	32	[16293236, 17192662, 22206546, 10817663, 16904809, 25448441, 12893843, 12389909, 10424771, 16598855, 21113795, 17701347, 15325464, 27990564, 12558160, 20929049, 31004594, 20383595, 29908755, 24197796, 31863869, 21717171, 32639532, 27102179, 31879781, 32175496, 31719786, 17963125, 31276662, 31051153, 33592259, 32278739]	0.4578034695185683	1.8900244427836958e-80	0.0608365019011406	526	2 pam	36691282
