a_count	a_term	ab_count	ab_pmid_intersection	ab_pred_score	ab_pvalue	ab_sort_ratio	ac_count	ac_pmid_intersection	ac_pred_score	ac_pvalue	ac_sort_ratio	b_count	b_term	bc_count	bc_pmid_intersection	bc_pred_score	bc_pvalue	bc_sort_ratio	c_count	c_term	total_count
50829	pancreatic cancer	15	[24025713, 28507103, 27233476, 19513556, 29156703, 27462772, 26188110, 33597293, 32243098, 37707363, 37456260, 36787658, 36428689, 35724566, 37242714]	0.0654585851989488	1.3061056051675075e-09	0.0112275449101796	3	[7954360, 27893436, 36641437]	0.012855415615094	0.1549331148300197	0.0030737704918032	1336	NAMPT	3	[35818423, 38003249, 36948143]	0.0262610851764157	7.246244502069135e-06	0.0030737704918032	976	ginsenoside rb1	36691282
