Date	A Term	A Count	B Term	B Count	AB Count	AB PMIDS	AB Pred Score	AB Pvalue	AB Sort Ratio	Total_count
1996	scrapie	1588	protein&infection	16703	105	[6801762, 8552188, 1968466, 3079955, 6685822, 3096712, 8727908, 3138115, 2562814, 3112607, 6431296, 8154865, 2505674, 8790598, 1671170, 8807814, 8760444, 8520720, 1679911, 1348570, 8139024, 3529083, 7576660, 2566212, 2899175, 1704414, 1968104, 7912827, 2420924, 7708753, 2875123, 1674826, 8758005, 7782103, 7761460, 2866955, 7820594, 1480316, 8030941, 7770120, 2878092, 1983782, 2895800, 8350771, 1531331, 7915757, 7788281, 1672447, 7933137, 2509571, 8592050, 1972202, 3554880, 2120561, 8920821, 8270103, 2908139, 1681406, 2872607, 7197001, 1334140, 8095862, 8412623, 1604783, 6815090, 9216983, 2892856, 1551009, 8030947, 1761112, 2568118, 3185993, 1846182, 7783594, 2568119, 8137128, 7812655, 1351748, 8137126, 3044707, 8517790, 8634020, 8407247, 1687386, 1561742, 7999309, 2513584, 8030953, 8270111, 16031734, 2574874, 1983177, 2900720, 7913764, 2574875, 7975565, 8834543, 2574871, 2900716, 8022334]	0.4368414063049952	5.58506098149342e-135	0.006286295874992517	11955932
1996	scrapie	1588	virus infection|viral infectious particle|viral infection	21727	12	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 3136063, 6273667, 1811184]	0.015216037351400105	4.8422431247855986e-05	0.0005523081879688866	11955932
1997	scrapie	1693	protein&infection	18839	114	[6801762, 8552188, 1968466, 3079955, 6685822, 3096712, 8727908, 3138115, 2562814, 3112607, 6431296, 9288968, 8154865, 9391131, 2505674, 8790598, 1671170, 9427256, 8807814, 8760444, 8520720, 1679911, 1348570, 8139024, 3529083, 7576660, 2566212, 2899175, 1704414, 9152440, 1968104, 7912827, 2420924, 7708753, 2875123, 1674826, 8758005, 7782103, 7761460, 2866955, 7820594, 1480316, 8030941, 9371634, 7770120, 2878092, 1983782, 9160894, 9292029, 2895800, 8350771, 1531331, 7915757, 7788281, 1672447, 7933137, 2509571, 8592050, 1972202, 3554880, 2120561, 8920821, 8270103, 2908139, 1681406, 2872607, 7197001, 1334140, 8095862, 8412623, 1604783, 6815090, 9216983, 2892856, 1551009, 8030947, 1761112, 2568118, 3185993, 1846182, 7783594, 2568119, 8137128, 7812655, 1351748, 8137126, 3044707, 8517790, 8634020, 8407247, 1687386, 1561742, 7999309, 2513584, 8030953, 8270111, 16031734, 2574874, 1983177, 2900720]	0.4617731307690572	2.737336165096782e-143	0.00605127660703859	12416462
1997	scrapie	1693	virus infection|viral infectious particle|viral infection	23515	12	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 3136063, 6273667, 1811184]	0.013760956222845531	0.00012865225130369637	0.0005103125664469488	12416462
1998	scrapie	1790	protein&infection	21090	126	[6801762, 8552188, 1968466, 3079955, 6685822, 3096712, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 9288968, 8154865, 9391131, 2505674, 8790598, 9519840, 1671170, 9427256, 8807814, 8760444, 8520720, 1679911, 1348570, 8139024, 3529083, 7576660, 2566212, 2899175, 1704414, 9152440, 1968104, 7912827, 2420924, 7708753, 2875123, 1674826, 8758005, 7782103, 7761460, 2866955, 7820594, 1480316, 8030941, 9371634, 7770120, 2878092, 1983782, 9160894, 9292029, 9500966, 2895800, 8350771, 1531331, 9853120, 7915757, 7788281, 1672447, 7933137, 2509571, 8592050, 1972202, 3554880, 2120561, 8920821, 8270103, 2908139, 1681406, 2872607, 9718137, 9804380, 7197001, 9637378, 1334140, 8095862, 8412623, 1604783, 6815090, 9216983, 2892856, 1551009, 8030947, 1761112, 2568118, 3185993, 1846182, 7783594, 2568119, 9694662, 8137128, 7812655, 1351748, 8137126, 3044707, 8517790, 8634020, 8407247, 9718582, 1687386]	0.5033224435365133	8.568849399717292e-157	0.005974395448079659	12939925
1998	scrapie	1790	virus infection|viral infectious particle|viral infection	25255	12	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 3136063, 6273667, 1811184]	0.012603286618297677	0.0002787098464551546	0.0004751534349633736	12939925
1999	scrapie	1904	protein&infection	23591	134	[6801762, 8552188, 1968466, 3079955, 6685822, 3096712, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 9288968, 8154865, 9391131, 2505674, 8790598, 9519840, 1671170, 9427256, 8807814, 8760444, 8520720, 1679911, 1348570, 10097160, 8139024, 3529083, 7576660, 2566212, 2899175, 10327187, 1704414, 9152440, 1968104, 7912827, 2420924, 7708753, 2875123, 1674826, 8758005, 7782103, 10580068, 7761460, 2866955, 7820594, 1480316, 8030941, 9371634, 7770120, 2878092, 1983782, 9160894, 9292029, 9500966, 2895800, 8350771, 1531331, 9853120, 7915757, 7788281, 1672447, 7933137, 2509571, 8592050, 1972202, 3554880, 2120561, 8920821, 8270103, 2908139, 1681406, 2872607, 9718137, 9804380, 7197001, 10211979, 9637378, 1334140, 8095862, 10188208, 8412623, 1604783, 6815090, 9216983, 2892856, 1551009, 8030947, 1761112, 2568118, 3185993, 1846182, 7783594, 2568119, 9694662, 8137128, 7812655, 1351748, 8137126, 10507530]	0.5195332003279326	2.3740134896030723e-162	0.005680132253825612	13431541
1999	scrapie	1904	virus infection|viral infectious particle|viral infection	27021	12	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 3136063, 6273667, 1811184]	0.011417755800757365	0.0006227968028869557	0.00044409903408460086	13431541
2000	scrapie	2030	protein&infection	26215	153	[6801762, 8552188, 1968466, 3079955, 6685822, 3096712, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 10985358, 9288968, 8154865, 9391131, 2505674, 8790598, 9519840, 1671170, 9427256, 10756052, 8807814, 8760444, 10623745, 8520720, 1679911, 1348570, 10097160, 8139024, 3529083, 7576660, 10878556, 2566212, 10950992, 10708451, 2899175, 10327187, 1704414, 9152440, 1968104, 7912827, 2420924, 7708753, 2875123, 1674826, 8758005, 7782103, 10580068, 7761460, 2866955, 7820594, 10792029, 1480316, 8030941, 9371634, 7770120, 2878092, 10840277, 1983782, 9160894, 9292029, 9500966, 2895800, 8350771, 1531331, 9853120, 7915757, 7788281, 1672447, 11416905, 7933137, 2509571, 8592050, 1972202, 3554880, 2120561, 8920821, 10871547, 8270103, 2908139, 1681406, 2872607, 9718137, 9804380, 7197001, 10211979, 9637378, 1334140, 8095862, 10627386, 10188208, 8412623, 1604783, 6815090, 11214930, 9216983, 2892856, 1551009, 8030947]	0.5916612893114921	1.7729951741857283e-185	0.0058363532328819375	13983238
2000	scrapie	2030	virus infection|viral infectious particle|viral infection	29020	12	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 3136063, 6273667, 1811184]	0.010236901822956923	0.0013884622832440782	0.0004135079255685734	13983238
