Year	StatType	Terms	Statistic	P-Value	Additional Info
1984	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	1.1592608443425096	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1984	chisq		0.319918545212278	0.5716566004047401	
1984	tost		0.5627150147739778	0.7131855208193126	
1985	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	1.8178824721377913	0.2724150993262543	Reporting FET on the AB hits and B totals. Probably CORRECT.
1985	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	1.1355740462980077	0.25613487601811324	Reporting on z test of proportions.
1985	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	0	NOTSURE	Small number of window hits make p-value calculation difficult.
1985	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	1.820129031944719	1	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 7.834808585653217-55.60970364654435    CI2: 4.306200886766279-30.540794538418815 CIs ( NEED to add CIINFO for KM here.) OVERLAP. NOT SIGNIFICANT at CI LEVEL:0.99
1985	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	1.3986560415741216	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1985	chisq		0.7303198869174563	0.3927795203457414	
1985	tost		0.8048056502219819	0.7895340796880947	
1986	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	2.862527777777778	0.02099646957905921	Reporting FET on the AB hits and B totals. Probably CORRECT.
1986	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	2.4518967993178795	0.014210541145258096	Reporting on z test of proportions.
1986	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	8.152173913043478	NOTSURE	Small number of window hits make p-value calculation difficult.
1986	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	2.889717765385804	1	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 15.607913475918226-66.15249893120375    CI2: 4.447490821320892-27.801305302108613 CIs ( NEED to add CIINFO for KM here.) OVERLAP. NOT SIGNIFICANT at CI LEVEL:0.99
1986	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	2.555077197875594	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1986	chisq		4.9282702713769355	0.026420751065077932	
1986	tost		1.9349146980455671	0.9734996178808193	
1987	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	3.667932982661212	0.002703496669442019	Reporting FET on the AB hits and B totals. Probably CORRECT.
1987	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	3.2520107595012337	0.0011459168391480226	Reporting on z test of proportions.
1987	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	0	NOTSURE	Small number of window hits make p-value calculation difficult.
1987	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	3.7215983556620613	1	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 18.6582650733026-66.13113905872098    CI2: 3.777155972897367-23.58594821613254 CIs ( NEED to add CIINFO for KM here.) OVERLAP. NOT SIGNIFICANT at CI LEVEL:0.99
1987	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	3.650879356058104	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1987	chisq		9.226738637359167	0.0023850610250481068	
1987	tost		2.5989963459732643	0.9953251615741857	
1988	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	4.693290006271022	2.0514659751160015e-05	Reporting FET on the AB hits and B totals. Probably CORRECT.
1988	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	4.390323293899809	1.1318225929230494e-05	Reporting on z test of proportions.
1988	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	11.417366946778712	NOTSURE	Small number of window hits make p-value calculation difficult.
1988	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	4.802324300989228	0.01	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 26.07379441690791-74.36095857332045    CI2: 3.8659743949335565-21.746395084708183 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99
1988	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	5.160873828349482	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1988	chisq		17.651912981823227	2.6524835529572943e-05	
1988	tost		3.5010630412875123	0.9997682968948476	
1989	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	6.669833806771803	5.508851765868141e-09	Reporting FET on the AB hits and B totals. Probably CORRECT.
1989	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	5.914477772335182	3.3293019188718555e-09	Reporting on z test of proportions.
1989	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	0	NOTSURE	Small number of window hits make p-value calculation difficult.
1989	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	6.917346406563426	0.01	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 35.85384009232419-85.3126934176597    CI2: 3.3722972712734776-18.955900910490403 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99
1989	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	8.657967878536683	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1989	chisq		32.99529291402121	9.238226674836075e-09	
1989	tost		4.614568301591005	0.9999980304338979	
1990	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	7.525258966401678	1.114845754413536e-10	Reporting FET on the AB hits and B totals. Probably CORRECT.
1990	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	6.497567521264771	8.162905981338056e-11	Reporting on z test of proportions.
1990	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	0	NOTSURE	Small number of window hits make p-value calculation difficult.
1990	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	7.831744099762416	0.01	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 35.616581899320565-79.67325694902225    CI2: 2.87009646148132-16.119491543923107 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99
1990	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	10.884833517812183	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1990	chisq		40.13307266608706	2.3723830820181545e-10	
1990	tost		5.011899413929011	0.9999997305231197	
1991	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	9.004879796407481	1.26857555931617e-13	Reporting FET on the AB hits and B totals. Probably CORRECT.
1991	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	7.409209444172621	1.2705451390454834e-13	Reporting on z test of proportions.
1991	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	0	NOTSURE	Small number of window hits make p-value calculation difficult.
1991	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	9.429930559532238	0.01	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 37.52452566384503-77.63897544705289    CI2: 2.416278561426495-13.55910478075993 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99
1991	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	14.960654048961263	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1991	chisq		52.63576358537599	4.015108130415687e-13	
1991	tost		5.601727400387175	0.9999999893886934	
1992	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	8.231593098019793	1.217056044835335e-14	Reporting FET on the AB hits and B totals. Probably CORRECT.
1992	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	7.705487926004989	1.3034430068945435e-14	Reporting on z test of proportions.
1992	windowed_ratio_of_rat_or_int	protein&infection,virus infection|viral infectious particle|viral infection	4.684824902723736	NOTSURE	Small number of window hits make p-value calculation difficult.
1992	ratio_of_fet_stats	protein&infection,virus infection|viral infectious particle|viral infection	8.640075911332415	0.01	Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 37.63568717761786-74.20599677334353    CI2: 2.802330565320428-13.350095520645539 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99
1992	ratio_of_pred_scores	protein&infection,virus infection|viral infectious particle|viral infection	13.725780119858305	NOT SURE YET!	Doing ratio based on pred scores, (not pvalue)
1992	chisq		57.14847664706551	4.0412074632472355e-14	
1992	tost		5.8854696004849165	0.9999999980153733	
1993	ratio_of_ratios_FET_ratios_directly	protein&infection,virus infection|viral infectious particle|viral infection	8.428595949193271	1.1244434416390873e-16	Reporting FET on the AB hits and B totals. Probably CORRECT.
1993	ratio_of_ratios_zprop	protein&infection,virus infection|viral infectious particle|viral infection	8.201395874513596	2.376116493908259e-16	Reporting on z test of proportions.
