Date	A Term	A Count	B Term	B Count	AB Count	AB PMIDS	AB Pred Score	AB Pvalue	AB Sort Ratio	Total_count
2008	autism	9233	vaccine|vaccines|vaccination|vaccinal	140660	253	[9500320, 15121991, 10376617, 21783611, 12421889, 12216059, 11222420, 16327577, 11850369, 10648110, 11581466, 11339848, 16512356, 14595043, 17898097, 14519711, 15804954, 15342825, 16264412, 15998608, 12949291, 15364187, 12933322, 16157422, 15342856, 15877763, 9643797, 11395196, 15184908, 12880876, 18482737, 12415036, 10759242, 16685178, 15113435, 17448359, 18180424, 15184221, 16729252, 16564116, 10489978, 17395344, 16352657, 18381512, 12876158, 11331734, 14754936, 18172138, 12773696, 18769550, 16235361, 12145534, 12922137, 16547798, 11154622, 17928818, 17168158, 11224968, 16807526, 16282928, 15816809, 12199139, 16207728, 12922131, 11015547, 9880088, 17454560, 14604564, 14580127, 15795695, 19106436, 1036494, 9529392, 15514229, 15259839, 17015560, 14976450, 17540488, 12045734, 10867750, 17977901, 15082108, 18480200, 14761240, 18627794, 12849883, 14695031, 14534046, 17181438, 15568260, 15886167, 12484693, 16555271, 9525390, 16865547, 11231881, 19015994, 15249304, 17351489, 16808699]	0.2126638502352839	1.8374214645502286e-67	0.0017986634437651074	19189069
2009	autism	10542	genetic predisposition	6042	26	[11481586, 17053076, 11392322, 3170453, 10212552, 12025430, 15689451, 16685182, 15048648, 12192627, 19357934, 11331734, 17230033, 15446388, 16205742, 11840501, 12846270, 14648479, 15882779, 1238137, 18509488, 17598645, 19043939, 2669414, 11235299, 18271397]	0.06053392247865602	1.3482686101991075e-15	0.004303210857332009	19974534
2009	autism	10542	vaccine|vaccines|vaccination|vaccinal	150302	279	[9500320, 15121991, 10376617, 21783611, 12421889, 12216059, 11222420, 16327577, 11850369, 10648110, 11581466, 11339848, 16512356, 14595043, 17898097, 14519711, 15804954, 15342825, 16264412, 15998608, 12949291, 15364187, 12933322, 16157422, 19128068, 15342856, 15877763, 9643797, 11395196, 15184908, 19097825, 12880876, 18482737, 12415036, 10759242, 19255027, 16685178, 15113435, 17448359, 18180424, 19298142, 15184221, 16729252, 16564116, 10489978, 17395344, 16352657, 18381512, 12876158, 11331734, 14754936, 18172138, 12773696, 18769550, 16235361, 12145534, 12922137, 16547798, 11154622, 17928818, 17168158, 11224968, 16807526, 16282928, 15816809, 12199139, 16207728, 12922131, 11015547, 9880088, 17454560, 14604564, 14580127, 15795695, 19106436, 19054269, 1036494, 19758536, 9529392, 15514229, 15259839, 17015560, 14976450, 17540488, 12045734, 19896907, 10867750, 17977901, 15082108, 18480200, 14761240, 18627794, 12849883, 14695031, 14534046, 17181438, 15568260, 19478850, 15886167, 12484693]	0.2168830658141536	9.205646042948265e-69	0.0018562627243815784	19974534
2010	autism	12157	genetic predisposition	6512	28	[20603222, 11481586, 17053076, 11392322, 3170453, 10212552, 20713722, 12025430, 15689451, 16685182, 15048648, 12192627, 19357934, 11331734, 17230033, 15446388, 16205742, 11840501, 12846270, 14648479, 15882779, 1238137, 18509488, 17598645, 19043939, 2669414, 11235299, 18271397]	0.06047328975457712	1.3982720316319956e-15	0.0042997542997543	20804906
2010	autism	12157	vaccine|vaccines|vaccination|vaccinal	160718	309	[9500320, 15121991, 10376617, 21783611, 12421889, 20194286, 12216059, 11222420, 16327577, 20087185, 11850369, 10648110, 11581466, 11339848, 16512356, 14595043, 17898097, 14519711, 15804954, 15342825, 16264412, 15998608, 12949291, 15364187, 12933322, 16157422, 19128068, 15342856, 15877763, 9643797, 11395196, 15184908, 19097825, 12880876, 20837594, 18482737, 12415036, 10759242, 19255027, 16685178, 19774457, 15113435, 17448359, 18180424, 19298142, 15184221, 16729252, 16564116, 10489978, 17395344, 16352657, 12876158, 18381512, 11331734, 14754936, 18172138, 12773696, 20142376, 16235361, 12145534, 18769550, 12922137, 16547798, 11154622, 17928818, 17168158, 11224968, 16282928, 16807526, 15816809, 12199139, 16207728, 12922131, 11015547, 9880088, 17454560, 14604564, 14580127, 15795695, 1036494, 19106436, 19758536, 19054269, 20450324, 9529392, 21058170, 15514229, 15259839, 17015560, 20513736, 14976450, 17540488, 12045734, 19896907, 20055965, 17977901, 15082108, 10867750, 18480200, 14761240]	0.21947224548987998	1.584654352240079e-69	0.0019226222327306214	20804906
2011	autism	14011	genetic predisposition	7025	34	[20603222, 11481586, 17053076, 11392322, 3170453, 10212552, 20713722, 12025430, 20967576, 15689451, 16685182, 15048648, 12192627, 19357934, 11331734, 17230033, 21935445, 15446388, 21926154, 16205742, 11840501, 12846270, 14648479, 15882779, 21623535, 1238137, 18509488, 17598645, 19043939, 2669414, 11235299, 21890215, 18271397, 21472451]	0.07228952420189491	8.280371140764419e-19	0.004839857651245552	21681503
2011	autism	14011	vaccine|vaccines|vaccination|vaccinal	171994	335	[9500320, 15121991, 10376617, 21783611, 12421889, 20194286, 12216059, 11222420, 16327577, 20087185, 11850369, 10648110, 11581466, 11339848, 16512356, 21209060, 14595043, 17898097, 14519711, 15804954, 15342825, 16264412, 15998608, 12949291, 15364187, 12933322, 16157422, 19128068, 15342856, 15877763, 9643797, 11395196, 15184908, 19097825, 12880876, 20837594, 18482737, 21592674, 12415036, 10759242, 19255027, 16685178, 19774457, 15113435, 17448359, 18180424, 19298142, 15184221, 16729252, 16564116, 10489978, 17395344, 16352657, 12876158, 18381512, 11331734, 14754936, 18172138, 12773696, 20142376, 16235361, 12145534, 18769550, 12922137, 16547798, 11154622, 17928818, 17168158, 11224968, 16282928, 16807526, 21917556, 15816809, 12199139, 16207728, 12922131, 11015547, 9880088, 22099159, 17454560, 14604564, 14580127, 15795695, 1036494, 19106436, 19758536, 19054269, 21299355, 21772639, 20450324, 9529392, 21058170, 15514229, 15259839, 17015560, 20513736, 14976450, 17540488, 12045734, 19896907]	0.20975399761418156	2.3241027727067393e-66	0.0019477423631056897	21681503
2012	autism	16268	genetic predisposition	7557	37	[20603222, 11481586, 17053076, 21519954, 11392322, 22738016, 3170453, 10212552, 20713722, 12025430, 20967576, 15689451, 16685182, 15048648, 12192627, 19357934, 11331734, 17230033, 21935445, 15446388, 21926154, 16205742, 11840501, 12846270, 14648479, 15882779, 21623535, 1238137, 18509488, 17598645, 19043939, 2669414, 11235299, 21890215, 22519265, 18271397, 21472451]	0.07307879296247417	5.302784015034951e-19	0.004896122800052931	22627076
2012	autism	16268	vaccine|vaccines|vaccination|vaccinal	183567	360	[9500320, 15121991, 10376617, 21783611, 26173286, 12421889, 20194286, 12216059, 11222420, 16327577, 20087185, 11850369, 10648110, 11581466, 11339848, 16512356, 21209060, 14595043, 17898097, 14519711, 22336803, 15804954, 15342825, 16264412, 15998608, 12949291, 15364187, 12933322, 16157422, 19128068, 15342856, 15877763, 9643797, 11395196, 15184908, 19097825, 12880876, 20837594, 18482737, 21592674, 12415036, 10759242, 19255027, 16685178, 19774457, 15113435, 17448359, 18180424, 19298142, 15184221, 16729252, 16564116, 10489978, 17395344, 16352657, 12876158, 18381512, 11331734, 14754936, 18172138, 22496631, 12773696, 22230590, 20142376, 16235361, 12145534, 18769550, 12922137, 16547798, 11154622, 17928818, 17168158, 11224968, 16282928, 16807526, 21917556, 15816809, 12199139, 16207728, 12922131, 11015547, 9880088, 22099159, 17454560, 14604564, 14580127, 15795695, 1036494, 19106436, 19758536, 19054269, 21299355, 21772639, 20450324, 9529392, 21058170, 22350041, 15514229, 15259839, 17015560]	0.19267812426601197	7.876508213352582e-61	0.0019611368056349997	22627076
2013	autism	18851	genetic predisposition	8086	40	[20603222, 11481586, 17053076, 21519954, 11392322, 22738016, 3170453, 10212552, 20713722, 12025430, 20967576, 15689451, 16685182, 15048648, 12192627, 19357934, 11331734, 17230033, 23273906, 21935445, 15446388, 21926154, 16205742, 11840501, 23622947, 12846270, 23010509, 14648479, 15882779, 21623535, 1238137, 18509488, 17598645, 19043939, 2669414, 11235299, 21890215, 22519265, 18271397, 21472451]	0.07328656459080571	5.160734813036342e-19	0.004946821667078902	23614057
