Year	StatType	Terms	Statistic	P-Value	Additional Info
2008	ratio_of_fet_stats	"genetic predisposition,vaccine|vaccines|vaccination|vaccinal"	2.338218902	0.01	"Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 5.27042820879776-15.140601191376254    CI2: 3.2413636649457493-4.502885756041468 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99"
2008	ratio_of_pred_scores	"genetic predisposition,vaccine|vaccines|vaccination|vaccinal"	0.279916314	NOT SURE YET!	"Doing ratio based on pred scores, (not pvalue)"
2008	chisq		16.10021142	6.01E-05	
2008	tost		3.321513646	0.999552347	
2009	ratio_of_ratios_FET_ratios_directly	"genetic predisposition,vaccine|vaccines|vaccination|vaccinal"	2.31821218	0.000243915	Reporting FET on the AB hits and B totals. Probably CORRECT.
2009	ratio_of_ratios_zprop	"genetic predisposition,vaccine|vaccines|vaccination|vaccinal"	4.226409898	2.37E-05	Reporting on z test of proportions.
2009	windowed_ratio_of_rat_or_int	"genetic predisposition,vaccine|vaccines|vaccination|vaccinal"	1.749274311	NOTSURE	Small number of window hits make p-value calculation difficult.
2009	ratio_of_fet_stats	"genetic predisposition,vaccine|vaccines|vaccination|vaccinal"	2.284483003	0.01	"Doing ratio based on FET STAT (not pvalue), reporting pval of 1 for overlap of CIs, pval of 0.01 for no overlap of CIs. CI1: 4.940646109975309-13.616927674885796    CI2: 3.0704354237710922-4.198431266637977 NO OVERLAP of CIs ( NEED to add CIINFO for KM here.).  SIGNIFICANT at CI LEVEL:0.99"
2009	ratio_of_pred_scores	"genetic predisposition,vaccine|vaccines|vaccination|vaccinal"	0.279108571	NOT SURE YET!	"Doing ratio based on pred scores, (not pvalue)"
2009	chisq		16.52354401	4.80E-05	
2009	tost		3.331068287	0.999567433	
